Catalogue number,Parent image ID,Mars Express/HRSC DTM (best resolution),HRSC DTM resolution (m/px),HiRISE available ?,HiRISE image,HiRISE anaglyph,HiRISE DTM,GLF Head lon. (deg. East),GLF Head lon. (+/- 180),GLF Head lat. ,GLF Terminus lon. (deg. East),GLF Terminus lon. (+/- 180),GLF Terminus lat.,Mid-channel true right lon. (deg. East),Mid-channel true right lon. (+/- 180),Mid-channel true right lat.,Mid-channel true left lon. (deg. East),Mid-channel true left lon. (+/- 180),Mid-channel true left lat.,Centre lon. (deg. East),Centre Lon (-180 to 180),Centre .Lat,GLF length (km),GLF width (km),GLF area (km sq.),GLF orientation (deg.),Buffer min. elevation (m),Buffer max. elevation (m),Buffer MEAN elevation (m),Buffer STD. DEV. of elevation,Elongation
484,B04_011275_2252_XN_45N313W,H1545_0000_DA4,75,no,,,,46.8989,46.8989,43.3235,46.9224,46.9224,43.292,46.908,46.908,43.3067,46.915,46.915,43.3115,46.911,46.91065,43.309,2.12443,0.41484,0.88129,151.49563,-1155,-5,-592.75,425.475,5.12111
485,B04_011275_2252_XN_45N313W,H1545_0000_DA4,75,no,,,,46.4902,46.4902,44.5095,46.5063,46.5063,44.3684,46.5059,46.5059,44.4246,46.5298,46.5298,44.4456,46.498,46.49825,44.435,8.3909,1.60388,13.45796,175.33679,-737,-165,-377.674,106.947,5.23164
486,B04_011275_2252_XN_45N313W,H1545_0000_DA4,75,no,,,,46.6055,46.6055,44.6096,46.667,46.667,44.7175,46.6523,46.6523,44.6404,46.5898,46.5898,44.6809,46.636,46.63625,44.661,6.90092,3.56443,24.59782,22.04557,-2168,-218,-906.536,601.86,1.93605
487,B04_011275_2252_XN_45N313W,H1545_0000_DA4,75,yes,ESP_035630_2250,,,46.4409,46.4409,44.6546,46.4248,46.4248,44.7107,46.4512,46.4512,44.6907,46.4233,46.4233,44.6853,46.433,46.43285,44.688,3.39364,1.21846,4.13502,348.47269,-2081,-179,-901.504,621.748,2.78519
488,P03_002243_2219_XN_41N314W,H1545_0000_DA4,75,no,,,,45.6877,45.6877,41.0637,45.5645,45.5645,41.1716,45.6206,45.6206,41.1275,45.5977,45.5977,41.1118,45.626,45.6261,41.120,8.43589,1.38256,11.66316,319.33884,-2038,-1040,-1422.66,165.427,6.10163
489,P03_002243_2219_XN_41N314W,H1545_0000_DA4,75,no,,,,45.9761,45.9761,42.0452,45.8271,45.8271,42.0393,45.8984,45.8984,42.053,45.897,45.897,42.0354,45.902,45.9016,42.044,6.56799,1.04499,6.86352,266.99784,-2143,-962,-1367.29,264.707,6.28519
490,P03_002243_2219_XN_41N314W,H1545_0000_DA4,75,no,,,,45.4148,45.4148,42.6746,45.3767,45.3767,42.6231,45.3733,45.3733,42.6477,45.3984,45.3984,42.6321,45.396,45.39575,42.640,3.47512,1.43271,4.97884,208.56537,-2472,-1092,-1603.01,388.394,2.42556
491,B06_011908_2194_XN_39N314W,H1545_0000_DA4,75,yes,ESP_035841_2190,,,46.0254,46.0254,38.3845,45.5898,45.5898,38.7117,45.8838,45.8838,38.5984,45.8701,45.8701,38.5359,45.808,45.8076,38.567,27.99712,3.75847,105.22647,313.9796,-202,236,3.9914,112.196,7.44907
492,P17_007781_2256_XN_45N314W,H1545_0000_DA4,75,yes,ESP_036474_2240,,,45.8809,45.8809,43.6824,45.9492,45.9492,43.5681,45.9072,45.9072,43.6023,45.9395,45.9395,43.6199,45.915,45.91505,43.611,7.38133,1.73482,12.80531,156.58566,-1090,-192,-390.111,242.423,4.2548
493,P17_007781_2256_XN_45N314W,H1545_0000_DA4,75,yes,ESP_036474_2240,,,45.9854,45.9854,43.7136,46.0225,46.0225,43.6267,45.9951,45.9951,43.6531,46.0146,46.0146,43.6619,46.004,46.00395,43.658,5.39068,0.98553,5.31268,162.82607,-1249,-176,-413.744,285.91,5.46983
494,P17_007781_2256_XN_45N314W,H1545_0000_DA4,75,no,,,,45.8789,45.8789,44.3425,45.6704,45.6704,44.4466,45.7583,45.7583,44.3924,45.7393,45.7393,44.3621,45.775,45.77465,44.377,10.77244,1.96805,21.20074,305.01662,-1804,16,-692.566,524.104,5.47365
495,P17_007781_2256_XN_45N314W,H1545_0000_DA4,75,no,,,,46.0225,46.0225,44.3118,46.0825,46.0825,44.3479,46.0581,46.0581,44.3206,46.0459,46.0459,44.3377,46.053,46.0525,44.329,3.32412,1.13791,3.78254,49.91168,-1681,124,-652.367,597.079,2.92126
496,P17_007781_2256_XN_45N314W,H1545_0000_DA4,75,no,,,,45.6895,45.6895,44.2986,45.5776,45.5776,44.3606,45.6489,45.6489,44.3377,45.6328,45.6328,44.3137,45.634,45.63355,44.326,6.00115,1.57784,9.46885,307.79895,-1888,-184,-1142.21,478.456,3.8034
497,P17_007781_2256_XN_45N314W,H1545_0000_DA4,75,no,,,,45.7031,45.7031,44.2327,45.5273,45.5273,44.3137,45.627,45.627,44.2805,45.6216,45.6216,44.2532,45.615,45.6152,44.267,8.87208,1.63426,14.49929,302.82219,-1299,-46,-376.008,333.269,5.4288
498,P01_001478_2221_XN_42N315W,H1578_0000_DA4,100,yes,ESP_022101_2210,,,44.0518,44.0518,40.7361,44.0659,44.0659,40.9368,44.0474,44.0474,40.8308,44.0181,44.0181,40.8132,44.059,44.05885,40.822,11.91256,1.6779,19.98805,3.03796,-2723,-2170,-2484.92,160.727,7.09969
499,P01_001478_2221_XN_42N315W,H1578_0000_DA4,100,no,,,,44.2354,44.2354,40.7966,44.3037,44.3037,40.8718,44.271,44.271,40.8406,44.2554,44.2554,40.8538,44.270,44.26955,40.847,5.40815,1.04945,5.67559,34.47384,-3455,-1766,-2579.9,478.17,5.15332
500,P01_001478_2221_XN_42N315W,H1578_0000_DA4,100,no,,,,44.3315,44.3315,40.7581,44.3369,44.3369,40.8357,44.3477,44.3477,40.7923,44.3218,44.3218,40.7942,44.334,44.3342,40.793,4.60584,1.16765,5.37799,3.01379,-3359,-1946,-2494.14,395.331,3.94455
501,P01_001478_2221_XN_42N315W,H1578_0000_DA4,100,yes,"ESP_011974_2220, ESP_020822_2220",ESP_020822_2220_ESP_020756_2220_RED_ANAGLYPH,,44.3364,44.3364,41.742,44.1909,44.1909,41.7747,44.269,44.269,41.7942,44.2593,44.2593,41.7449,44.264,44.26365,41.770,6.71877,2.95337,19.84306,286.8149,-3761,-1858,-2756.69,426.829,2.27495
502,P01_001478_2221_XN_42N315W,H1578_0000_DA4,100,no,,,,43.9419,43.9419,42.6892,43.9668,43.9668,42.6345,43.9302,43.9302,42.6546,43.9761,43.9761,42.6765,43.954,43.95435,42.666,3.41897,2.38471,8.15327,161.48379,-3319,-1541,-2502.81,512.485,1.4337
503,P04_002454_2249_XN_44N315W,H1545_0000_DA4,75,no,,,,44.7041,44.7041,43.6467,44.689,44.689,43.6858,44.7051,44.7051,43.6643,44.6904,44.6904,43.6599,44.697,44.69655,43.662,2.40624,0.68213,1.64138,344.39701,-1915,-509,-1344.08,426.699,3.52753
504,P04_002454_2249_XN_44N315W,H1545_0000_DA4,75,no,,,,44.9556,44.9556,43.7356,44.9683,44.9683,43.7674,44.9736,44.9736,43.7517,44.9536,44.9536,43.7581,44.962,44.96195,43.755,1.96169,0.93651,1.83714,16.08762,-2091,-342,-1207.56,522.846,2.09469
505,P04_002454_2249_XN_44N315W,H1578_0000_DA4_(partial),100,no,,,,44.5889,44.5889,43.9422,44.6309,44.6309,44.0266,44.6279,44.6279,43.9729,44.5923,44.5923,43.991,44.610,44.6099,43.982,5.31351,1.85908,9.87828,19.6858,-2179,-335,-1205.98,540.896,2.85813
506,P04_002454_2249_XN_44N315W,H1545_0000_DA4,75,no,,,,44.6985,44.6985,44.2935,44.6567,44.6567,44.2466,44.6775,44.6775,44.2693,44.6855,44.6855,44.2622,44.678,44.6776,44.266,3.29769,0.54074,1.78318,212.56029,-2453,-664,-1429.17,461.002,6.09852
507,P04_002454_2249_XN_44N315W,H1578_0000_DA4,100,no,,,,44.5032,44.5032,44.3709,44.3845,44.3845,44.3865,44.4453,44.4453,44.3972,44.4414,44.4414,44.3823,44.444,44.44385,44.390,5.11281,0.89846,4.59365,280.46056,-2708,-622,-1708.69,582.112,5.69065
508,P04_002454_2249_XN_44N315W,H1545_0000_DA4,75,no,,,,44.9692,44.9692,44.8386,44.918,44.918,44.9329,44.9653,44.9653,44.8884,44.9302,44.9302,44.8875,44.944,44.9436,44.888,5.98859,1.47492,8.83271,338.97697,-2258,8,-1321.58,657.718,4.06028
509,P03_002098_2220_XI_42N315W,H1578_0000_DA4,100,no,,,,44.6106,44.6106,41.8086,44.6672,44.6672,41.7866,44.6343,44.6343,41.7854,44.6382,44.6382,41.801,44.639,44.6389,41.793,2.82051,0.94056,2.65285,117.51788,-3649,-3230,-3486.24,90.504,2.99876
510,P03_002098_2220_XI_42N315W,H1578_0000_DA4,100,yes,ESP_036685_2220,,,44.564,44.564,41.8032,44.6277,44.6277,41.7737,44.5928,44.5928,41.7764,44.5972,44.5972,41.7849,44.596,44.59585,41.781,3.31393,0.54004,1.78965,121.82373,-3486,-2085,-3088.58,341.127,6.13648
511,P03_002098_2220_XI_42N315W,H1578_0000_DA4,100,yes,ESP_036685_2220,,,44.5303,44.5303,41.7754,44.6252,44.6252,41.7468,44.5781,44.5781,41.7444,44.5815,44.5815,41.7605,44.578,44.57775,41.752,4.52524,0.96604,4.37156,111.96808,-3402,-2003,-2596.43,378.762,4.68432
512,P03_002098_2220_XI_42N315W,H1578_0000_DA4,100,yes,ESP_036685_2220,,,44.4614,44.4614,41.6704,44.5796,44.5796,41.6839,44.5359,44.5359,41.6704,44.5334,44.5334,41.6895,44.521,44.5205,41.680,5.29354,1.13748,6.02129,81.26663,-2818,-1395,-2060.48,367.302,4.65374
513,P13_006133_2196_XN_39N315W,H1578_0000_DA4,100,no,,,,44.0122,44.0122,40.4739,44.0029,44.0029,40.5254,44.0176,44.0176,40.5042,44.0032,44.0032,40.5003,44.008,44.00755,40.502,3.08112,0.68893,2.12267,352.18425,-2103,-1268,-1723.39,221.543,4.47233
514,P17_007491_2211_XI_41N315W,H1578_0000_DA4,100,no,,,,44.6851,44.6851,39.334,44.7388,44.7388,39.2935,44.7026,44.7026,39.3035,44.7136,44.7136,39.3167,44.712,44.71195,39.310,3.43897,0.93091,3.20139,134.25184,-2022,-50,-956.958,497.256,3.69419
515,P05_002876_2219_XI_41N316W,H1578_0000_DA4,100,no,,,,43.8169,43.8169,40.8963,43.8647,43.8647,40.9539,43.8462,43.8462,40.9251,43.8296,43.8296,40.9378,43.841,43.8408,40.931,4.02964,1.05791,4.263,32.07269,-3231,-1816,-2430.02,328.572,3.80906
516,P05_002876_2219_XI_41N316W,H1578_0000_DA4,100,no,,,,43.2974,43.2974,41.3079,43.4268,43.4268,41.3089,43.3623,43.3623,41.301,43.3623,43.3623,41.3167,43.362,43.3621,41.309,5.76154,0.93056,5.36147,89.36786,-3045,-802,-2047.07,565.586,6.19148
517,P05_002876_2219_XI_41N316W,H1578_0000_DA4,100,no,,,,43.3408,43.3408,41.678,43.415,43.415,41.6819,43.3755,43.3755,41.6697,43.374,43.374,41.6907,43.378,43.3779,41.680,3.29282,1.24647,4.10439,85.94981,-3822,-2355,-3126.49,406.541,2.64171
518,P21_009284_2261_XN_46N316W,H1578_0000_DA4,100,no,,,,43.9985,43.9985,44.0364,44.054,44.054,44.0979,44.0525,44.0525,44.0442,44.012,44.012,44.0806,44.026,44.02625,44.062,4.34444,2.76228,12.00055,32.94109,-2625,-851,-1821.98,466.789,1.57278
519,B02_010339_2117_XI_31N316W,none,none,no,,,,43.4899,43.4899,31.2876,43.5239,43.5239,31.2925,43.5059,43.5059,31.2872,43.5026,43.5026,31.2926,43.507,43.5069,31.290,1.74643,0.36108,0.6306,80.41845,-1199,-416,-704.158,239.674,4.83666
520,B02_010339_2117_XI_31N316W,none,none,no,,,,43.5178,43.5178,31.459,43.5525,43.5525,31.4343,43.5342,43.5342,31.4448,43.5374,43.5374,31.45,43.535,43.53515,31.447,2.28518,0.3481,0.79548,129.83126,-1153,-386,-606.097,227.852,6.56465
521,B04_011262_2208_XN_40N317W,H1578_0000_DA4,100,yes,PSP_006199_2205,,,42.0371,42.0371,40.0554,42.0981,42.0981,40.1629,42.0781,42.0781,40.1033,42.0454,42.0454,40.1257,42.068,42.0676,40.115,6.94585,1.98991,13.82163,23.44072,-1291,-583,-780.53,191.964,3.49053
522,P16_007267_2195_XN_39N318W,H1578_0000_DA4,100,no,,,,41.9692,41.9692,38.5232,41.968,41.968,38.4898,41.9675,41.9675,38.5054,41.9766,41.9766,38.5064,41.969,41.9686,38.506,1.98045,0.42622,0.84411,181.61083,-1496,-212,-952.491,289.731,4.64652
523,P16_007267_2195_XN_39N318W,H1578_0000_DA4,100,no,,,,41.5005,41.5005,38.0193,41.5283,41.5283,38.0537,41.5225,41.5225,38.0335,41.512,41.512,38.0403,41.514,41.5144,38.037,2.41693,0.6346,1.53377,32.46842,-937,589,23.5355,485.613,3.8086
524,P18_007913_2244_XN_44N319W,H1351_0001_DA4,75,no,,,,40.9873,40.9873,43.2229,41.0137,41.0137,43.2781,41.0093,41.0093,43.2449,40.9937,40.9937,43.2527,41.001,41.0005,43.249,3.46461,0.8169,2.83024,19.19666,-1884,-417,-897.508,450.4,4.24117
525,P18_007913_2244_XN_44N319W,H1351_0001_DA4,75,no,,,,40.499,40.499,45.1799,40.6875,40.6875,45.2976,40.6606,40.6606,45.2083,40.6167,40.6167,45.2615,40.593,40.59325,45.235,10.51484,3.64697,38.34729,48.36835,-832,605,158.015,345.474,2.88317
526,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,no,,,,39.3774,39.3774,44.699,39.3652,39.3652,44.8167,39.4072,39.4072,44.7644,39.3486,39.3486,44.76,39.371,39.3713,44.762,6.99511,2.47992,17.34731,355.79474,-2258,-177,-1358.46,621.196,2.8207
527,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,no,,,,39.521,39.521,44.6443,39.5811,39.5811,44.8406,39.6304,39.6304,44.7024,39.4761,39.4761,44.7395,39.551,39.55105,44.721,11.9069,6.86029,81.68477,12.24748,-1856,-138,-869.739,562.165,1.73563
528,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,no,,,,39.3296,39.3296,45.429,39.3311,39.3311,45.3411,39.3291,39.3291,45.3787,39.3564,39.3564,45.3865,39.330,39.33035,45.383,5.21033,1.22694,6.39278,179.31279,-1593,176,-983,363.841,4.24659
529,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,no,,,,39.4023,39.4023,45.3972,39.4243,39.4243,45.3709,39.4082,39.4082,45.3806,39.415,39.415,45.387,39.413,39.4133,45.384,1.80797,0.47332,0.85575,149.55716,-1795,-129,-1251.02,521.744,3.81976
530,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,no,,,,39.4253,39.4253,45.4041,39.4502,39.4502,45.3757,39.4331,39.4331,45.3836,39.4453,39.4453,45.3933,39.438,39.43775,45.388,1.97681,0.7671,1.51642,148.36928,-1775,89,-1354.3,399.014,2.57698
531,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,no,,,,39.4478,39.4478,45.4363,39.4878,39.4878,45.3982,39.4702,39.4702,45.4138,39.478,39.478,45.4231,39.468,39.4678,45.418,2.80521,0.63965,1.79436,143.59764,-1628,576,-548.312,632.026,4.38552
532,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,no,,,,39.4629,39.4629,45.5608,39.4419,39.4419,45.6511,39.4614,39.4614,45.6057,39.4385,39.4385,45.6018,39.452,39.4524,45.604,5.42258,0.97733,5.29965,350.76672,-1655,595,-555.045,736.448,5.54836
533,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,yes,ESP_016431_2260,,,39.5015,39.5015,45.5632,39.5283,39.5283,45.6409,39.5254,39.5254,45.5969,39.5005,39.5005,45.6062,39.515,39.5149,45.602,4.73758,1.1705,5.54532,13.55746,-1712,593,-607.673,743.868,4.0475
534,P17_007623_2271_XI_47N320W,H1600_0001_DA4,125,yes,"ESP_016431_2260, ESP_016141_2260",ESP_016141_2260_ESP_016431_2260_RED_ANAGLYPH,,39.7295,39.7295,45.5178,39.6836,39.6836,45.6355,39.7217,39.7217,45.5877,39.6812,39.6812,45.5774,39.707,39.70655,45.583,7.23147,1.78754,12.92654,344.74862,-1180,864,88.3493,634.834,4.04549
535,P13_006120_2199_XN_39N321W,H1600_0001_DA4,125,no,,,,39.3804,39.3804,38.3543,39.335,39.335,38.4124,39.3828,39.3828,38.3938,39.3428,39.3428,38.3684,39.358,39.3577,38.381,4.03834,2.39177,9.65878,328.52546,-1774,-745,-1255.15,300.756,1.68843
536,P13_006265_2271_XN_47N321W,H1600_0001_DA4,125,no,,,,39.2412,39.2412,45.5071,38.9746,38.9746,45.5335,39.1123,39.1123,45.5383,39.1089,39.1089,45.51,39.108,39.1079,45.524,11.18162,1.68331,18.82215,278.13951,-1045,558,-231.96,401.323,6.64263
537,P17_007478_2270_XN_47N321W,H1600_0001_DA4,125,no,,,,38.4792,38.4792,46.1311,38.4856,38.4856,46.1719,38.4893,38.4893,46.1499,38.4768,38.4768,46.1524,38.482,38.4824,46.151,2.43251,0.53422,1.2995,6.19953,-2919,-1410,-2328.4,409.27,4.55338
538,P17_007478_2270_XN_47N321W,H1600_0001_DA4,125,no,,,,38.614,38.614,46.5086,38.563,38.563,46.5127,38.5908,38.5908,46.5174,38.5894,38.5894,46.5027,38.589,38.5885,46.510,2.09452,0.87316,1.82885,276.68113,-3182,-2007,-2576.49,322.871,2.39879
539,P17_007478_2270_XN_47N321W,H1600_0001_DA4,125,no,,,,38.4456,38.4456,46.7632,38.4497,38.4497,46.7183,38.4358,38.4358,46.7415,38.4629,38.4629,46.7444,38.448,38.44765,46.743,2.66649,1.11406,2.97064,176.41775,-2983,-1827,-2191.12,262.523,2.39348
540,P18_007979_2264_XN_46N321W,H1600_0001_DA4,125,yes,"ESP_016418_2255, ESP_017130_2255",ESP_016418_2255_ESP_017130_2255_RED_ANAGLYPH,,38.2944,38.2944,45.1619,38.2881,38.2881,45.1038,38.2798,38.2798,45.1365,38.3071,38.3071,45.1341,38.291,38.29125,45.135,3.45373,1.1503,3.97282,184.37662,-2214,435,-1073.66,798.004,3.00246
541,B07_012317_2255_XI_45N321W,H1600_0001_DA4,125,yes,"ESP_016418_2255, ESP_017130_2255",ESP_016418_2255_ESP_017130_2255_RED_ANAGLYPH,,38.1753,38.1753,45.2029,38.1938,38.1938,45.0789,38.1665,38.1665,45.136,38.2017,38.2017,45.1404,38.185,38.18455,45.138,7.39024,1.49464,11.04574,173.98597,-1833,334,-458.996,563.827,4.94449
542,B07_012317_2255_XI_45N321W,H1600_0001_DA4,125,no,,,,38.0503,38.0503,45.5335,37.8579,37.8579,45.5667,37.9497,37.9497,45.5525,37.9536,37.9536,45.5257,37.954,37.9541,45.539,8.22479,1.5967,13.13255,283.91114,-1443,16,-367.152,338.279,5.15111
543,B07_012317_2255_XI_45N321W,H1600_0001_DA4,125,yes,ESP_026545_2255,,,37.8599,37.8599,45.4168,37.791,37.791,45.4866,37.8501,37.8501,45.4715,37.8228,37.8228,45.4529,37.825,37.82545,45.462,5.03221,1.58222,7.96205,325.3233,-1877,23,-515.713,560.947,3.18048
544,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,ESP_026545_2255,,,37.7966,37.7966,45.1319,37.832,37.832,45.0716,37.8105,37.8105,45.0903,37.8384,37.8384,45.1043,37.814,37.8143,45.097,3.86877,1.43221,5.5409,157.47934,-1250,-150,-483.07,193.732,2.70125
545,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,ESP_026545_2255,,,37.7922,37.7922,45.0962,37.8088,37.8088,45.0667,37.7986,37.7986,45.0789,37.8074,37.8074,45.0838,37.801,37.8005,45.081,1.88147,0.46903,0.88247,158.32465,-2607,-476,-1646.67,711.018,4.0114
546,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,ESP_026545_2255,,,37.7239,37.7239,45.0845,37.7485,37.7485,45.0549,37.7334,37.7334,45.0674,37.7395,37.7395,45.0728,37.736,37.7362,45.070,2.03432,0.40944,0.83293,149.58058,-2707,-612,-1679.94,674.655,4.9685
547,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,"ESP_035327_2255, ESP_035828_2255",ESP_035327_2255_ESP_035828_2255_RED_ANAGLYPH,,37.5649,37.5649,45.0615,37.5369,37.5369,45.0134,37.543,37.543,45.0427,37.5544,37.5544,45.0369,37.551,37.5509,45.040,3.08274,0.58834,1.8137,202.36983,-2815,-1033,-2363.12,509.354,5.23972
548,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,"ESP_035327_2255, ESP_035828_2255",ESP_035327_2255_ESP_035828_2255_RED_ANAGLYPH,,37.5474,37.5474,45.0762,37.4854,37.4854,45.0298,37.5098,37.5098,45.0662,37.5242,37.5242,45.0525,37.516,37.5164,45.059,3.78196,1.01136,3.82494,223.37089,-2765,-923,-1742.5,623.744,3.73947
549,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,ESP_036382_2255,,,37.3755,37.3755,45.159,37.3342,37.3342,45.0825,37.3479,37.3479,45.1201,37.3645,37.3645,45.1109,37.355,37.35485,45.116,4.85211,0.88285,4.28371,200.86847,-2591,-922,-1506.77,600.32,5.49594
550,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,"ESP_036382_2255, ESP_029433_2255",,,37.3147,37.3147,45.1848,37.2659,37.2659,45.0989,37.2766,37.2766,45.1389,37.2944,37.2944,45.1316,37.290,37.2903,45.135,5.48497,0.86089,4.72195,201.85393,-2552,-846,-1303.1,485.487,6.37128
551,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,PSP_007834_2250,,,37.5923,37.5923,44.4392,37.5354,37.5354,44.4968,37.5889,37.5889,44.4915,37.5479,37.5479,44.4424,37.564,37.56385,44.467,4.17711,3.38779,14.15115,324.83727,-3243,-1297,-2628.37,509.937,1.23299
552,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,PSP_007834_2250,,,37.5381,37.5381,44.3843,37.4624,37.4624,44.4141,37.5078,37.5078,44.4175,37.4912,37.4912,44.377,37.500,37.50025,44.397,3.66016,2.50132,9.1552,298.87997,-3314,-734,-2364.94,699.491,1.46329
553,P17_007689_2259_XI_45N322W,H1600_0001_DA4,125,yes,ESP_019253_2245,,,37.7493,37.7493,44.2217,37.7671,37.7671,44.2632,37.7751,37.7751,44.2363,37.7424,37.7424,44.2486,37.758,37.7582,44.242,2.57327,1.56825,4.03553,17.07455,-2959,-1555,-2389.43,282.431,1.64085
554,P20_008770_2240_XN_44N322W,H1600_0001_DA4,125,yes,"ESP_036382_2255, ESP_029433_2255",,,37.179,37.179,45.199,37.1726,37.1726,45.1536,37.1768,37.1768,45.1751,37.1912,37.1912,45.1751,37.176,37.1758,45.175,2.70418,0.60167,1.62703,185.6773,-2953,-864,-1932.09,571.168,4.49442
555,P17_007544_2247_XN_44N323W,H1600_0001_DA4,125,no,,,,37.1172,37.1172,43.7341,37.0078,37.0078,43.7781,37.0786,37.0786,43.7669,37.0601,37.0601,43.741,37.063,37.0625,43.754,5.36068,1.72741,9.26008,299.14825,-2554,-1066,-1674.14,334.236,3.10331
556,B05_011460_2205_XN_40N323W,H1600_0001_DA4,125,no,,,,36.5098,36.5098,40.1277,36.5347,36.5347,40.1619,36.531,36.531,40.1382,36.5139,36.5139,40.1489,36.522,36.52225,40.144,2.31988,1.00125,2.32278,29.09008,-2327,-1453,-1752.26,254.244,2.31698
557,P04_002573_2272_XN_47N324W,H1395_0000_DA4,100,no,,,,35.1802,35.1802,46.7551,35.1819,35.1819,46.7315,35.1748,35.1748,46.7424,35.1868,35.1868,46.7439,35.181,35.18105,46.743,1.40051,0.49545,0.69388,177.17341,-3446,-2468,-3118.88,269.284,2.82677
558,P04_002573_2272_XN_47N324W,H1395_0000_DA4,100,no,,,,35.1567,35.1567,46.7466,35.1567,35.1567,46.7346,35.1545,35.1545,46.7405,35.1619,35.1619,46.741,35.157,35.1567,46.741,0.71126,0.30204,0.21482,180,-3531,-2179,-3159.81,323.671,2.35487
559,P15_006753_2216_XN_41N324W,H1395_0000_DA4,100,no,,,,35.3877,35.3877,41.7925,35.3752,35.3752,41.8384,35.3943,35.3943,41.8172,35.3787,35.3787,41.8152,35.381,35.38145,41.816,2.77603,0.69924,1.94111,348.53085,-2524,-1776,-2075.8,215.114,3.97007
560,P15_006753_2216_XN_41N324W,H1395_0000_DA4,100,no,,,,35.4233,35.4233,41.9636,35.4087,35.4087,41.9021,35.3782,35.3782,41.9466,35.4514,35.4514,41.9275,35.416,35.416,41.937,3.7016,3.42023,12.66034,190.02046,-2249,-1705,-1917.58,111.108,1.08226
561,P15_006753_2216_XN_41N324W,H1395_0000_DA4,100,no,,,,35.2666,35.2666,42.2153,35.2239,35.2239,42.1624,35.2346,35.2346,42.1978,35.2517,35.2517,42.1841,35.245,35.24525,42.191,3.65343,1.10602,4.04078,210.89675,-2919,-1564,-2184.56,459.294,3.30321
562,P15_006753_2216_XN_41N324W,H1395_0000_DA4,100,yes,ESP_028721_2225,,,35.321,35.321,42.1809,35.3301,35.3301,42.2398,35.3274,35.3274,42.1995,35.3142,35.3142,42.2039,35.326,35.32555,42.202,3.51387,0.63555,2.23324,6.52518,-2674,-1711,-2157.77,219.637,5.52887
563,P22_009614_2208_XN_40N324W,H1395_0000_DA4,100,no,,,,35.3418,35.3418,39.8189,35.3521,35.3521,39.8999,35.343,35.343,39.8587,35.3074,35.3074,39.8731,35.347,35.34695,39.866,4.8238,1.83071,8.83096,5.57173,-1909,-1159,-1457.68,255.661,2.63494
564,P22_009614_2208_XN_40N324W,H1395_0000_DA4,100,no,,,,34.9644,34.9644,41.5518,34.9111,34.9111,41.6223,34.9473,34.9473,41.6045,34.929,34.929,41.5867,34.938,34.93775,41.596,4.80044,1.33082,6.38852,330.53083,-2578,-1607,-1871.52,287.504,3.60713
565,P13_006252_2208_XN_40N325W,H1395_0000_DA4,100,no,,,,35.0386,35.0386,39.4129,35.0117,35.0117,39.4534,35.0371,35.0371,39.4397,35.0166,35.0166,39.4309,35.025,35.02515,39.435,2.69794,1.07365,2.89665,332.85055,-1836,-1192,-1438.32,233.112,2.51285
566,P13_006252_2208_XN_40N325W,H1395_0000_DA4,100,yes,ESP_036514_2210,,,34.8408,34.8408,39.78,34.8279,34.8279,39.8462,34.8369,34.8369,39.8123,34.803,34.803,39.8159,34.834,34.83435,39.814,3.96748,1.55808,6.18163,351.49117,-2003,-1138,-1281.63,215.34,2.5464
567,P13_006252_2208_XN_40N325W,H1395_0000_DA4,100,yes,ESP_036514_2210,,,34.7722,34.7722,39.7813,34.7693,34.7693,39.8452,34.7773,34.7773,39.8172,34.7493,34.7493,39.8145,34.771,34.77075,39.816,3.78974,1.28475,4.86889,358.00437,-1294,-1228,-1257.15,17.4308,2.94978
568,P13_006252_2208_XN_40N325W,H1395_0000_DA4,100,no,,,,34.3469,34.3469,41.3433,34.4812,34.4812,41.3323,34.4175,34.4175,41.3091,34.4136,34.4136,41.3208,34.414,34.41405,41.315,6.01216,0.71488,4.29797,96.18129,-2442,-1086,-1631.16,435.46,8.41004
569,P13_006252_2208_XN_40N325W,H1395_0000_DA4,100,no,,,,34.271,34.271,41.7854,34.4448,34.4448,41.784,34.3784,34.3784,41.7722,34.375,34.375,41.7923,34.358,34.3579,41.782,7.6817,1.2008,9.22415,90.56103,-2404,-917,-1232.9,378.279,6.39718
