HeadX,HeadY,CentreX,CentreY,TerminiX,TerminiY,LeftMidChX,LeftMidChY,RightMidChX,RightMidChY,Length_km,Width_km,Area_kmsq,Orientation,CatNumber,CentreLong,CentreLat,DTMtile,DTMres,HiRISE,HiRISEANAGLYPH,HiRISEDTM,centres_N,centres_NDR_avg,centres_DTM_avg,centres_slope_avg,centres_aspectN_avg,centres_CrossScCrv_avg,centres_LongtCrv_avg,centres_Npx,context9_N,context9_NDR_min,context9_NDR_max,context9_NDR_avg,context9_NDR_stddev,context9_DTM_min,context9_DTM_max,context9_DTM_avg,context9_DTM_stddev,context9_slope_min,context9_slope_max,context9_slope_avg,context9_slope_stddev,context9_aspectN_min,context9_aspectN_max,context9_aspectN_avg,context9_aspectN_stddev,context9_CrossScCrv_min,context9_CrossScCrv_max,context9_CrossScCrv_avg,context9_CrossScCrv_stddev,context9_LongtCrv_min,context9_LongtCrv_max,context9_LongtCrv_avg,context9_LongtCrv_stddev,context9_Npx,context_N,context_NDR_min,context_NDR_max,context_NDR_avg,context_NDR_stddev,context_DTM_min,context_DTM_max,context_DTM_avg,context_DTM_stddev,context_slope_min,context_slope_max,context_slope_avg,context_slope_stddev,context_aspectN_min,context_aspectN_max,context_aspectN_avg,context_aspectN_stddev,context_CrossScCrv_min,context_CrossScCrv_max,context_CrossScCrv_avg,context_CrossScCrv_stddev,context_LongtCrv_min,context_LongtCrv_max,context_LongtCrv_avg,context_LongtCrv_stddev,context_Npx,extent_N,extent_NDR_min,extent_NDR_max,extent_NDR_avg,extent_NDR_stddev,extent_DTM_min,extent_DTM_max,extent_DTM_avg,extent_DTM_stddev,extent_slope_min,extent_slope_max,extent_slope_avg,extent_slope_stddev,extent_aspectN_min,extent_aspectN_max,extent_aspectN_avg,extent_aspectN_stddev,extent_CrossScCrv_min,extent_CrossScCrv_max,extent_CrossScCrv_avg,extent_CrossScCrv_stddev,extent_LongtCrv_min,extent_LongtCrv_max,extent_LongtCrv_avg,extent_LongtCrv_stddev,extent_Npx,heads5km_N,heads5km_NDR_min,heads5km_NDR_max,heads5km_NDR_avg,heads5km_NDR_stddev,heads5km_DTM_min,heads5km_DTM_max,heads5km_DTM_avg,heads5km_DTM_stddev,heads5km_slope_min,heads5km_slope_max,heads5km_slope_avg,heads5km_slope_stddev,heads5km_aspectN_min,heads5km_aspectN_max,heads5km_aspectN_avg,heads5km_aspectN_stddev,heads5km_CrossScCrv_min,heads5km_CrossScCrv_max,heads5km_CrossScCrv_avg,heads5km_CrossScCrv_stddev,heads5km_LongtCrv_min,heads5km_LongtCrv_max,heads5km_LongtCrv_avg,heads5km_LongtCrv_stddev,heads5km_Npx,heads_N,heads_NDR_avg,heads_DTM_avg,heads_slope_avg,heads_aspectN_avg,heads_CrossScCrv_avg,heads_LongtCrv_avg,heads_Npx,termini_N,termini_NDR_avg,termini_DTM_avg,termini_slope_avg,termini_aspectN_avg,termini_CrossScCrv_avg,termini_LongtCrv_avg,termini_Npx
3998980.96453,-2263961.50708,3998327.10297,-2265123.29116,3997673.24141,-2267215.68798,3999044.5344,-2265508.57669,3997936.60232,-2264785.42538,3.51951,1.34687,4.74033,202.38907,1115,88.0552,-38.214,H2609_0000_DA4,125,"ESP_025726_1410, PSP_007147_1415",,,1114,85.6667,-5044.67,5.57608,164.349,-0.054843,0.0175255,3,1114,28,149,96.7373,24.2706,-5605,-4659,-5118.06,251.499,0,22.4107,5.85149,4.1831,0,180,98.5398,51.4305,-0.562263,0.380678,0.00208583,0.0534577,-0.505353,0.359429,-0.0035247,0.062325,23593,1114,44,149,103.003,20.998,-5351,-4726,-4981.97,146.992,0.216075,19.9604,7.10736,3.86869,0,180,115.424,37.6193,-0.347533,0.36146,0.01277,0.0625399,-0.271795,0.359429,0.00320102,0.0690827,2623,1114,58,113,86.1409,8.05975,-5132,-4872,-5039.84,62.1454,0.216075,14.2923,6.33234,2.50348,67.3062,180,123.755,32.0607,-0.156818,0.130805,-0.0218647,0.0503758,-0.162121,0.0921669,-0.0371933,0.0518951,291,1114,44,148,105.398,20.251,-5328,-4726,-4967.77,142.007,0.170823,22.4107,5.98211,3.90509,0,180,108.863,45.7874,-0.347533,0.380678,0.00682955,0.0603804,-0.271795,0.359429,-0.00562986,0.0616829,5008,1114,86.6667,-4937,5.87887,120.645,-0.0640153,-0.029365,3,1114,90,-5051,7.63982,115.186,0.0628096,-0.0254351,3
3994844.38203,-2290718.10555,3993271.02766,-2289366.64244,3991697.67328,-2288080.38151,3992982.69287,-2290226.12556,3993804.56053,-2288489.37692,4.15389,1.92833,8.01008,309.3958,1116,87.94385,-38.623,H2609_0000_DA4,125,"PSP_006646_1415, PSP_007002_1410",,,1115,104,-5181.33,3.83028,26.7843,-0.0323712,0.0323319,3,1115,26,155,109.837,18.8192,-5673,-4549,-4958.12,321.057,0,22.5355,5.00769,4.18218,0,180,83.4905,52.1914,-0.497888,0.333178,-0.00124099,0.0470088,-0.699872,0.383577,-0.000375632,0.0571337,39555,1115,37,135,96.8516,19.2378,-5506,-4550,-5021.38,300.062,0,18.5627,5.55662,3.98149,0,180,52.143,44.3246,-0.182424,0.155743,-0.00233571,0.0402631,-0.187884,0.195215,-0.000277224,0.0530317,4399,1115,43,121,98.149,10.4249,-5306,-4819,-5140.02,108.603,1.48298,18.5627,6.55717,3.71676,0,104.036,41.0423,26.718,-0.14006,0.0596365,-0.031137,0.0352913,-0.187884,0.0575715,-0.0274484,0.0453449,490,1115,37,147,102.338,19.2478,-5341,-4550,-4835.94,212.117,0,18.5627,5.22872,4.19143,0,180,50.5633,39.3798,-0.15967,0.155743,0.000592953,0.0425191,-0.187884,0.195215,0.00381783,0.051889,5008,1115,82,-4861.67,17.2197,54.511,0.0624443,0.0602161,3,1115,109,-5262.33,5.05433,23.0793,-0.0172951,0.0199568,3
3912589.50615,-2360727.45079,3912416.95935,-2360377.73008,3912244.41255,-2359630.86889,3911990.13305,-2360567.40911,3912457.8257,-2360176.1961,1.14981,0.61065,0.70213,342.48509,1117,86.1632,-39.821,H2631_0001_DA4,175,"PSP_005433_1400, PSP_006712_1400, PSP_007213_1400",,,1116,115,-5581,4.74153,2.63245,-0.0228322,-0.00577535,1,1116,70,128,103.056,9.9278,-5908,-5082,-5583.52,225.981,0.15434,15.2101,6.24975,2.90248,0,180,65.9701,60.7637,-0.120649,0.140241,-0.000857161,0.0410563,-0.222744,0.166297,-0.00642228,0.0516186,1712,1116,75,128,101.094,9.53426,-5862,-5437,-5611.04,103.773,3.81563,11.2031,6.59486,1.69413,0,59.0363,15.8583,12.0925,-0.0794348,0.0887883,-0.00994442,0.033046,-0.102177,0.106233,0.000805471,0.0290772,191,1116,76,119,101.05,13.2608,-5635,-5546,-5587.95,26.4886,4.03462,5.76181,4.93491,0.401552,0,17.5799,6.11968,5.22001,-0.0461123,0.0163546,-0.0267878,0.0166889,-0.028453,0.000646808,-0.0112295,0.00852421,20,1116,75,131,105.211,8.49236,-5917,-5065,-5490.04,251.535,0.122016,17.9817,6.34915,3.34245,0,180,44.8023,38.1861,-0.136999,0.140241,-0.00223281,0.038067,-0.193968,0.166297,-0.00677618,0.0514335,2559,1116,112,-5550,4.96633,9.46231,-0.0500298,-0.00134815,1,1116,113,-5647,4.05473,6.17017,0.0302252,0.00409165,1
3904352.6668,-2530851.76015,3904645.54229,-2531740.88062,3904938.41778,-2532535.16156,3904983.82483,-2531551.20158,3904275.47481,-2531894.99483,1.77459,0.76142,1.35121,161.5476,1118,85.99205,-42.712,H2631_0001_DA4,175,ESP_012975_1370,,,1117,92,-5905,9.36454,173.367,0.0597405,0.00879167,1,1117,58,112,87.6768,10.4601,-6338,-5582,-6016.52,239.363,0,17.6493,4.42776,3.55933,0,180,107.868,48.8718,-0.237375,0.219726,0.00478645,0.0351106,-0.211537,0.265886,-0.00262051,0.0493058,3688,1117,61,104,87.6773,8.3633,-6314,-5665,-5963.21,191.773,0.393485,14.2575,7.88662,3.05519,50.2739,179.374,139.469,29.1645,-0.124265,0.148563,0.0282619,0.0448546,-0.159642,0.149408,-0.00773958,0.0526617,409,1117,80,94,88.8085,4.0246,-6047,-5746,-5897.66,83.753,7.80639,12.3859,9.55774,1.20579,136.507,179.314,162.092,10.2223,0.0107607,0.11337,0.0637285,0.0292058,-0.0232101,0.0443419,0.0136994,0.0165792,47,1117,61,112,91.4549,8.49743,-6338,-5582,-5996.77,232.743,0.122016,21.1996,5.91494,4.13231,0,180,123.781,40.4083,-0.237375,0.219726,0.0072933,0.0395448,-0.243742,0.265886,-0.00384541,0.0622162,2559,1117,83,-5779,8.32688,149.931,0.0870853,0.0157744,1,1117,91,-6047,11.4929,151.154,0.0215406,0.035592,1
3795203.19362,-2624339.81309,3794011.25849,-2625157.80391,3792819.32336,-2625436.39499,3793859.14487,-2625714.98607,3793750.16794,-2624570.98441,2.48293,1.14846,2.85154,243.77412,1119,83.55555,-44.288,H2195_0000_DA4,100,"ESP_028390_1355, PSP_004009_1355",,,1118,203.5,-6823.5,10.0599,77.6265,-0.0703921,0.050445,4,1118,11,216,168.303,55.8827,-7166,-5679,-6527.51,443.041,0,35.1925,6.4303,4.03556,0,180,95.5077,45.2519,-0.747868,0.58431,0.00137193,0.0634628,-0.933903,0.864765,-0.00269613,0.073454,23061,1118,180,212,201.447,4.62729,-7049,-6201,-6749.4,222.7,0,16.4517,5.91935,3.33967,0,179.145,113.528,29.5594,-0.389983,0.288677,-0.00357301,0.0547933,-0.374913,0.23464,-0.00712425,0.0516427,2562,1118,196,210,203.313,2.43732,-6952,-6672,-6817.41,74.2462,0.486909,11.2277,6.79823,1.738,33.6901,179.145,117.08,37.7761,-0.389983,0.288677,-0.0364993,0.0892937,-0.246391,0.23464,-0.00364832,0.0737462,284,1118,186,216,203.56,5.46266,-7045,-5679,-6542.22,334.462,0,24.3813,8.09499,4.32436,0,180,105.992,29.0083,-0.428395,0.326614,-0.00113675,0.0557366,-0.380429,0.363517,-0.00471513,0.0669468,7812,1118,199.25,-6667.5,6.8477,137.127,0.0592075,-0.00920028,4,1118,202,-6943.75,5.304,156.712,-0.190964,-0.183995,4
3796102.25327,-2625774.26077,3794549.33207,-2626165.47377,3792996.41086,-2626550.7593,3794558.41348,-2626627.81641,3794535.70995,-2625655.71137,3.00339,0.97228,2.92014,254.99349,1120,83.5674,-44.305,H2195_0000_DA4,100,"ESP_028390_1355, PSP_004009_1355",,,1119,202.75,-6807,4.76605,143.176,0.0132234,0.0117775,4,1119,10,218,165.716,61.2457,-7166,-5679,-6588.23,423.12,0,24.3813,6.26051,3.80271,0,180,82.1979,54.9562,-0.698494,0.326614,0.000278952,0.0561637,-0.489984,0.37483,-0.00139224,0.0638959,24600,1119,184,215,203.875,4.60775,-7094,-5865,-6706.3,289.523,0,22.9139,6.5332,4.35392,0,178.348,102.547,28.3979,-0.389983,0.288677,-0.00686494,0.0482327,-0.353254,0.23464,-0.00714014,0.0630575,2749,1119,192,212,204.073,3.3703,-6918,-6635,-6791.71,78.5911,1.53941,10.2416,5.43131,1.5399,64.9831,176.496,116.491,24.2744,-0.162731,0.117095,-0.00294257,0.0532427,-0.151744,0.12606,-0.00510449,0.0469144,302,1119,188,218,206.055,4.50103,-6983,-5679,-6484.42,346.328,0,24.3813,8.0598,4.34224,0,180,100.013,32.4821,-0.389983,0.326614,0.000727075,0.0597449,-0.508076,0.37483,-0.0022733,0.0737619,7812,1119,205.25,-6639.25,6.87237,103.605,0.0226863,-0.00511695,4,1119,203.5,-6918.5,4.10881,70.5969,-0.0356811,-0.0392919,4
3127578.75773,-1629662.96889,3126840.89312,-1630884.02766,3126103.02852,-1631962.82715,3127133.76861,-1631370.08018,3126289.19743,-1630415.75755,2.86489,1.36625,3.91416,216.60113,1125,68.86245,-27.514,H0466_0000_DA4,150,,,,1124,102,-3249,7.60506,161.565,-0.0556588,0.00230042,1,1124,27,179,111.135,23.5521,-3361,-1902,-2451.13,383.03,0,48.1272,8.4807,9.14256,0,180,99.6977,50.9093,-0.994842,1.09856,-0.00725654,0.0954247,-2.50373,2.40928,0.00186119,0.227755,12064,1124,27,151,94.0112,32.6305,-3312,-2044,-3023.19,285.389,0.229535,48.1272,11.2928,11.0315,0,180,108.892,47.0409,-0.994842,1.09856,-0.0131477,0.132252,-2.50373,2.01462,-0.0279222,0.329662,1338,1124,97,129,109.082,9.19221,-3312,-3105,-3213.27,53.3483,1.71009,14.4437,7.59684,2.51323,34.4085,180,129.569,41.6065,-0.35227,0.150584,-0.0589672,0.0750113,-0.517647,0.404256,-0.0213683,0.129716,147,1124,27,158,98.4036,30.0366,-3357,-1945,-2757.06,423.524,0.180063,48.1272,11.6041,10.2722,0,180,103.22,46.4077,-0.994842,1.09856,-0.0156435,0.12408,-2.50373,2.01462,-0.00336362,0.306629,3469,1124,103,-3131,7.32078,174.043,-0.00557332,0.0654931,1,1124,117,-3188,7.30125,46.757,-0.0943671,0.0343406,1
2640324.75709,-1737649.61284,2639904.74186,-1739534.54822,2639484.72662,-1741585.45275,2640306.59427,-1739706.44484,2639639.1106,-1739386.36147,4.05002,0.82416,3.33787,193.64582,1127,58.13865,-29.347,H5263_0001_DA4,125,ESP_021758_1505,,,1126,107,-1970,15.7092,171.096,-0.0159826,-0.00804076,3,1126,35,187,107.528,18.5402,-3027,-458,-2107.89,647.665,0,34.3209,6.42428,6.60793,0,180,113.29,52.9719,-0.500732,0.468199,0.00287076,0.0640715,-0.939894,1.0607,-0.00289272,0.0897906,15012,1126,35,175,108.398,27.914,-2669,-493,-1810.48,670.191,2.27018,31.7744,13.1641,7.88763,0.309692,180,142.508,48.4842,-0.480398,0.46792,0.0066027,0.107165,-0.474086,0.685598,0.00141067,0.0923823,1670,1126,42,142,106.399,23.836,-2357,-1286,-1954.87,305.863,4.94158,23.372,14.5906,5.61365,144.62,180,166.066,8.58756,-0.230327,0.209401,-0.0102271,0.0738051,-0.106547,0.0424481,-0.0335239,0.0300343,188,1126,35,181,101.939,27.0224,-2435,-458,-1486.23,540.063,1.19315,33.9387,14.8277,5.93882,0.209106,180,137.953,50.5711,-0.500732,0.468199,0.0112385,0.104546,-0.871565,1.0607,0.00463216,0.12573,5008,1126,46,-1313.67,23.2616,170.902,0.0339947,-0.044674,3,1126,136.667,-2361.67,4.7369,166.414,-0.0187121,-0.0159783,3
2650568.58817,-1731947.38693,2650779.73097,-1732717.958,2650990.87376,-1733512.23895,2651081.68787,-1732557.91632,2650436.90772,-1732872.07221,1.63703,0.79883,1.30771,162.91432,1128,58.37815,-29.232,H5263_0001_DA4,125,ESP_021758_1505,,,1127,83.6667,-1479.33,12.6688,157.45,-0.0261576,-0.0405154,3,1127,25,198,101.901,32.5781,-2736,-884,-1755.64,446.644,0.0763943,34.2732,10.2854,5.81568,0,180,118.579,46.8785,-0.331981,0.402152,0.00318515,0.0760658,-1.27333,1.1922,-4.94421e-05,0.180642,5918,1127,29,163,97.2755,32.3321,-1835,-1065,-1453.39,216.225,0.843742,21.1176,9.88115,3.68681,40.7108,180,140.555,40.7192,-0.299917,0.340161,0.00489934,0.0786996,-0.672704,0.634,0.0177576,0.121266,657,1127,40,118,76.88,21.9697,-1616,-1262,-1456.91,106.055,7.59464,16.4374,12.3533,2.46256,137.457,166.759,154.047,8.25674,-0.276161,0.224968,-0.0354974,0.102385,-0.206738,0.193277,-0.031706,0.0829583,75,1127,25,187,98.3846,34.1015,-2238,-884,-1533.06,283.448,0.0763943,34.2732,10.7676,5.43065,0,180,108.802,47.8599,-0.331981,0.402152,0.00648124,0.0810979,-1.27333,1.16836,0.00610632,0.19095,5008,1127,40.6667,-1290.67,14.5881,147.648,-0.166671,-0.0386619,3,1127,112.333,-1613.33,7.71924,161.482,-0.018459,-0.0401961,3
2592238.68833,-1768110.87989,2590569.97915,-1768994.07289,2588901.26996,-1769586.81986,2590694.84854,-1769296.37384,2590585.87162,-1768733.26422,4.05678,0.57644,2.33849,248.64798,1129,57.05215,-29.844,H5263_0001_DA4,125,,,,1128,124.667,-2425,9.02727,113.577,-0.039854,-0.138846,3,1128,80,170,117.334,10.7768,-3289,-1782,-2509.86,532.229,0,22.836,4.84626,3.88846,0,180,105.618,45.2358,-0.580283,0.4896,-0.00398816,0.0523146,-0.921001,0.91359,-0.00295163,0.0987719,10576,1128,80,170,121.234,14.5963,-3179,-1838,-2405.9,445.932,0.314979,16.8578,7.87777,3.6633,0,180,117.198,36.6404,-0.312413,0.385997,-0.006378,0.0732911,-0.648006,0.558737,-0.00073328,0.12554,1171,1128,98,141,122.107,10.7492,-2703,-2059,-2388.86,177.23,7.41721,13.8353,9.94416,1.47783,91.5587,153.243,126.537,15.7751,-0.198644,0.219895,-0.0408243,0.0643868,-0.39347,0.374689,0.00136229,0.12975,131,1128,80,170,127.336,12.7535,-2979,-1734,-2101.65,321.157,0,22.836,7.81748,4.85954,0,180,108.921,41.3958,-0.580283,0.4896,0.000724875,0.0728282,-0.871806,0.91359,0.00747904,0.150321,5008,1128,107.333,-2092.33,10.067,152.412,-0.00891109,0.00622206,3,1128,115.667,-2690.67,12.0023,149.467,-0.0193704,0.0380264,3
2572236.88164,-1926196.49819,2570441.03271,-1926724.043,2568645.18377,-1927067.83624,2570411.51812,-1927441.26684,2570311.62261,-1926054.23891,4.04884,1.3913,5.63316,257.55178,1130,56.60885,-32.505,H2613_0000_DA4,200,ESP_019134_1475,,,1129,171,-7152,7.64286,142.063,-0.219027,-0.0809687,1,1129,126,224,176.088,13.8067,-7424,-6004,-6693.51,251.819,0.0477465,30.0248,7.26748,5.12581,0,180,99.118,49.5469,-0.773012,0.929193,-0.00276999,0.104595,-1.23656,1.2557,0.00305185,0.164156,10260,1129,126,205,171.532,16.1575,-7212,-6110,-6754.51,331.787,0.0954929,30.0248,9.90515,6.59911,0,179.819,83.586,43.9424,-0.656896,0.601927,-0.0195709,0.124762,-1.23656,1.16863,0.00478364,0.240417,1140,1129,152,180,168.047,6.21472,-7212,-6845,-7075.84,106.836,0.0954929,16.6701,7.93096,3.96254,3.13635,179.819,105.863,48.5365,-0.371901,0.122168,-0.0811859,0.103397,-0.611844,0.376118,-0.0746144,0.125701,128,1129,126,214,170.224,19.8779,-7212,-6006,-6598.91,349.961,0.0675237,30.0248,11.1588,6.17896,0,180,91.3858,44.2467,-0.656896,0.601927,-0.00266469,0.118741,-1.23656,1.24823,0.00890244,0.241809,1976,1129,156,-6858,12.3147,103.241,-0.104113,-0.110812,1,1129,180,-7173,3.98859,24.7273,-0.0237254,0.008784,1
2164309.00199,-2853448.37395,2170250.51483,-2850816.57738,2176192.02767,-2848937.56947,2170579.71596,-2849251.72537,2171247.19964,-2852405.13928,11.29812,3.20648,36.22724,66.56737,1140,47.79545,-48.095,H2210_0000_DA4,100,"ESP_012238_1315, ESP_012383_1315",ESP_012238_1315_ESP_012383_1315_RED_ANAGLYPH,,1139,138.25,-2359,19.6422,63.2155,-0.124137,-0.0133531,4,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,93,190,148.266,15.99,-4219,-57,-2481,1268.9,0,35.7288,9.4423,6.10353,0,180,92.5549,50.6851,-0.468145,0.389626,0.00157314,0.0675277,-0.643644,0.74306,-0.000672134,0.0762605,36436,1139,94,171,139.849,12.0423,-3702,-631,-2315.7,825.221,1.85349,32.0466,13.5301,5.63959,9.89392,180,72.9603,22.7856,-0.286141,0.347119,-0.0035882,0.0731659,-0.279525,0.506169,-0.00437906,0.0718818,4049,1139,93,183,143.232,15.3976,-1881,-18,-945.571,478.948,0.0954929,35.7288,12.5342,6.22332,0,180,118.751,45.8773,-0.399059,0.321654,0.00451483,0.0714984,-0.643644,0.74306,0.00506644,0.0964358,7812,1139,147.75,-682.5,11.2414,136.403,0.108305,0.0241957,4,1139,147,-3551.5,7.18909,76.241,0.0117523,-0.00674203,4
1972723.02472,-2883263.54681,1974441.68167,-2886559.21999,1976160.33861,-2889309.56596,1975806.1636,-2885693.80941,1972591.34427,-2887460.19539,6.73216,3.28499,22.11511,153.9287,1152,43.48315,-48.698,H2287_0001_DA4,75,,,,1151,184.5,-727.667,3.1391,111.63,-0.0105931,-0.00720743,6,1151,111,226,179.821,17.9767,-896,932,-241.479,359.702,0,29.1107,3.93045,2.64665,0,180,62.1914,60.1598,-0.86301,0.480049,0.000446291,0.0433488,-0.57739,0.49161,-0.000533095,0.0451239,367331,1151,166,209,185.375,7.32639,-896,-272,-598.518,123.547,0,16.5513,3.18077,2.31038,0,180,86.2304,61.4921,-0.403234,0.293328,-0.00174364,0.040205,-0.484111,0.288738,-0.00120686,0.0439688,40814,1151,177,199,185.288,3.06704,-829,-532,-671.446,76.2647,0.127324,13.7089,3.60582,2.04628,0,180,124.027,41.7355,-0.33253,0.286981,-0.00620321,0.044301,-0.484111,0.263997,0.00399227,0.0480597,4538,1151,170,201,184.018,4.42352,-800,-426,-573.379,64.2413,0,14.0839,2.86952,1.66831,0,180,117.233,50.3385,-0.403234,0.293328,-0.00260739,0.0435259,-0.484111,0.254858,-0.000353333,0.0443528,13884,1151,181.833,-542.167,1.60297,173.838,0.00478421,-0.015895,6,1151,185.5,-819.167,2.33126,104.115,0.0590232,0.0231976,6
1971015.71954,-2504557.50433,1970450.40174,-2504770.89324,1969885.08393,-2505256.94576,1970607.05607,-2505369.56769,1970216.55542,-2504213.71109,1.29703,1.21581,1.57693,237.35998,1153,43.39525,-42.257,H2287_0001_DA4,75,,,,1152,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0
1920464.04782,-2734175.8276,1922339.3591,-2734104.69796,1924214.67037,-2733654.21026,1922416.55109,-2733049.60834,1922548.23154,-2735100.51288,3.43322,2.05425,7.05267,81.29133,1154,42.3357,-46.126,H6552_0000_DA4,125,,,,1153,152.667,427.667,8.50864,120.8,0.074481,-0.0184762,3,1153,98,205,150.071,12.7541,-328,1706,486.075,667.135,0,44.9885,4.22067,4.46659,0,180,72.0497,45.6847,-0.292031,1.48448,0.00150526,0.0411457,-0.802818,1.43064,-0.00104131,0.0489806,40233,1153,109,173,149.264,10.4006,-171,1276,523.433,478.26,0.152788,20.6467,7.20947,4.38197,0,180,77.7464,26.4572,-0.292031,0.185472,0.0010502,0.0420594,-0.360339,0.171119,5.6926e-05,0.0415584,4474,1153,123,160,144.556,9.12786,171,883,458.653,203.781,3.52296,18.9197,11.4383,4.18599,32.4896,130.549,93.7162,20.3334,-0.254924,0.173475,-0.0299462,0.0630667,-0.282217,0.138583,-0.0178904,0.0641105,493,1153,109,173,150.151,11.3519,31,1318,819.613,377.746,0.152788,20.6467,8.04954,4.58144,0,180,80.0308,25.5083,-0.292031,0.185472,0.000641037,0.0416722,-0.360339,0.171119,0.00581558,0.0395095,5008,1153,134.333,896.667,12.9725,87.7573,-0.0104048,0.0850721,3,1153,154,184,5.09448,87.0385,-0.000516475,0.0138498,3
1921594.68343,-2739848.41615,1923025.00559,-2739913.61832,1924455.32775,-2740079.58747,1923170.30816,-2739214.17689,1923170.30816,-2740630.84216,2.59368,1.41659,3.67417,95.13594,1155,42.3508,-46.224,H6552_0000_DA4,125,,,,1154,129.667,416,15.6949,97.5379,-0.0845492,-0.0194521,3,1154,86,205,145.363,14.6775,-207,1672,552.202,642.114,0,31.1705,4.94458,4.97428,0,180,80.7637,44.2636,-0.399409,0.457349,0.00115272,0.0443781,-0.596321,0.443187,-0.00024863,0.0545996,21010,1154,109,196,140.975,11.7976,-54,1263,516.319,465.907,0.108038,20.1715,8.62805,5.36235,0,180,91.6096,21.2841,-0.200601,0.259779,0.00358637,0.0464135,-0.205866,0.208831,-0.00140574,0.046947,2335,1154,109,146,130.252,8.39697,135,845,454.095,204.741,7.95354,18.2062,13.7178,3.38549,71.4046,107.563,89.6567,10.8169,-0.150398,0.0781888,-0.0238267,0.0505466,-0.129097,0.0613025,-0.0152564,0.0420042,262,1154,99,196,144.776,14.7519,-37,1524,764.118,465.212,0.108038,29.9665,9.76462,5.57595,0,180,80.534,24.5569,-0.207489,0.384757,0.00678916,0.054283,-0.442534,0.400039,0.00154349,0.0685749,5008,1154,126,859.333,14.8861,92.9591,-0.0265569,0.0425572,3,1154,143.667,170.667,7.96697,77.1541,0.00580201,-0.00313499,3
1921971.56197,-2742658.03681,1923401.88413,-2742818.0785,1924832.20629,-2742859.57078,1923415.50625,-2741994.1602,1923324.69214,-2743582.72209,2.589,1.59058,4.11802,94.48708,1156,42.3591,-46.273,H6552_0000_DA4,125,,,,1155,136,355.667,11.4805,77.1488,-0.025837,0.079169,3,1155,86,207,143.486,15.3464,-207,1704,585.738,649.597,0,31.1705,4.99933,5.1596,0,180,85.4898,45.1709,-0.399409,0.457349,0.00122555,0.045635,-0.596321,0.443187,-0.00098914,0.0572781,23654,1155,99,196,138.388,13.3697,-146,1491,489.276,499.802,0.108038,31.1705,10.1986,6.085,0,180,89.559,27.4319,-0.375404,0.384757,0.00223366,0.0735048,-0.596321,0.400039,-0.00243249,0.0936525,2637,1155,108,144,132.257,8.3008,102,779,368.134,189.675,3.66827,23.8172,12.9924,5.31932,52.9072,115.346,91.5852,12.2829,-0.153836,0.109555,-0.0106019,0.0563956,-0.442534,0.399274,-0.0375615,0.119595,292,1155,86,196,138.418,16.8041,-146,1527,701.105,505.514,0.108038,31.1705,10.5714,5.69527,0.259247,180,90.5756,30.5686,-0.399409,0.457349,0.00162709,0.0715803,-0.596321,0.443187,0.00109492,0.090246,5008,1155,127.667,787.667,21.4276,96.8633,-0.0558037,0.0478031,3,1155,142,112.333,4.54639,73.196,-0.0110299,0.0430299,3
1942105.04912,-2590333.91912,1947020.36257,-2590126.45768,1951935.67602,-2589450.72612,1947658.33166,-2589521.85576,1947790.01211,-2590695.49477,9.32031,1.18013,10.99922,84.63758,1160,42.87925,-43.697,H6552_0000_DA4,125,,,,1159,128.667,517.333,3.09407,135.014,-0.0559277,-0.0347376,3,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,93,177,132.794,10.4126,-633,759,181.804,446.511,0.0763943,23.899,5.60825,4.53182,0,180,76.7322,53.2463,-0.319471,0.23413,-0.000704647,0.0540009,-0.404789,0.349394,-0.00670196,0.0678004,6711,1159,102,172,130.601,7.88407,-172,651,430.109,188.819,0.432144,16.2664,6.41961,4.25302,7.12503,180,117.078,42.5014,-0.238777,0.216444,-0.0247732,0.0585416,-0.266334,0.318656,-0.012454,0.0559821,742,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,109.667,643.333,6.68062,130.159,-0.0330119,-0.0496513,3,1159,139.667,-51,12.4016,73.9497,-0.0468693,-0.0224642,3
